title,artist,year,explicit,styles,languages,title_artist,synced,d_id,d_song,d_isrc,d_release,d_explicit,d_bpm,d_artist,d_album_id,d_album,d_art
I've Got You Under My Skin,Frank Sinatra,1953,0,Oldies,English,i've got you under my skin - frank sinatra,1,3105125,I've Got You Under My Skin,USCA29800426,1998-08-27,False,127.2,Frank Sinatra,300251,Songs For Swingin' Lovers! (Remastered),https://cdns-images.dzcdn.net/images/cover/0090f0402c2d2d10316dde05411bf2ba/250x250-000000-80-0-0.jpg
I Want To Hold Your Hand,The Beatles,1964,0,"Rock 'n Roll,Pop",English,i want to hold your hand - the beatles,1,116348598,I Want To Hold Your Hand,GBUM71505904,2015-12-24,False,130.42,The Beatles,12047956,1 (Remastered),https://e-cdns-images.dzcdn.net/images/cover/c65b3bd84e81056e060be144381c06c8/250x250-000000-80-0-0.jpg
Blue Bayou,Roy Orbison,1963,0,"Country,Oldies,Soft rock",English,blue bayou - roy orbison,1,134945662,Blue Bayou,USSM16301517,2016-10-28,False,117.45,Roy Orbison,14400046,The Ultimate Collection,https://cdns-images.dzcdn.net/images/cover/60ad55d8f4d40a0c2266d1fe73a77b64/250x250-000000-80-0-0.jpg
S.O.S.,ABBA,1976,0,Disco,English,s.o.s. - abba,1,884037,SOS,SEAYD7501040,2008-06-02,False,126.4,ABBA,100323,ABBA Gold,https://e-cdns-images.dzcdn.net/images/cover/b8b70d474b7a8f27799e0d665e9b737e/250x250-000000-80-0-0.jpg
Nothing's Gonna Stop Us Now,Starship,1985,0,"Soft rock,Duet",English,nothing's gonna stop us now - starship,1,602137932,Nothing's Gonna Stop Us Now,USRC18702968,1991-05-14,False,95.93,Starship,81398032,Greatest Hits (Ten Years And Change 1979-1991),https://e-cdns-images.dzcdn.net/images/cover/b23cca2bd9985e39cb1909c3cc90cc9d/250x250-000000-80-0-0.jpg
Down On The Corner,Creedence Clearwater Revival,1969,0,Rock,English,down on the corner - creedence clearwater revival,1,3981342,Down On The Corner,USFI86900060,2006-04-18,False,107.67,Creedence Clearwater Revival,372043,Chronicle: 20 Greatest Hits,https://cdns-images.dzcdn.net/images/cover/e6074d34612feed957b2c3ab48be99f8/250x250-000000-80-0-0.jpg
Linger,The Cranberries,1993,0,"Rock,Alternative,Soft rock",English,linger - the cranberries,1,1137657,Linger,USIR29300085,2002-06-13,False,189.7,The Cranberries,121957,"Everybody Else Is Doing It, So Why Can't We? (The Complete Sessions 1991-1993)",https://cdns-images.dzcdn.net/images/cover/6d986dc1c24eee51cecb722661e4ad44/250x250-000000-80-0-0.jpg
Karma Police,Radiohead,1997,0,"Rock,Alternative",English,karma police - radiohead,1,138539981,Karma Police,GBAYE9701368,2006-09-28,False,150.0,Radiohead,14879699,OK Computer,https://cdns-images.dzcdn.net/images/cover/05a186e0a859a36f9cd51cdae2158fe1/250x250-000000-80-0-0.jpg
Hand In My Pocket,Alanis Morissette,1995,0,"Pop,Rock",English,hand in my pocket - alanis morissette,1,776489,Hand in My Pocket,USMV29900093,1995-06-09,False,184.6,Alanis Morissette,91067,Jagged Little Pill,https://e-cdns-images.dzcdn.net/images/cover/ba42860e4b1209e7daa11cf7f36d05b1/250x250-000000-80-0-0.jpg
Rhythm Of The Rain,The Cascades,1962,0,"Pop,Soft rock",English,rhythm of the rain - the cascades,1,742211,Rhythm of the Rain,USWB10103605,2005-05-17,False,115.5,The Cascades,88086,Rhythm Of The Rain,https://cdns-images.dzcdn.net/images/cover/650c2dac7a0cf1b5c3c7760435ed0b8c/250x250-000000-80-0-0.jpg
I Gotta Feeling,Black Eyed Peas,2009,0,"Electro,Dance",English,i gotta feeling - black eyed peas,1,130688210,I Gotta Feeling,USUM70965169,2016-08-19,False,128.0,Black Eyed Peas,13867324,20 #1’s: 00s,https://cdns-images.dzcdn.net/images/cover/87777ae63f52cc19713e7b22c1169a79/250x250-000000-80-0-0.jpg
Umbrella,Rihanna,2007,0,"R&B,Pop",English,umbrella - rihanna,1,925106,Umbrella,USUM70736771,2008-06-17,False,173.71,Rihanna,104188,Good Girl Gone Bad: Reloaded,https://e-cdns-images.dzcdn.net/images/cover/91276466fbc876d96be9e6926060af60/250x250-000000-80-0-0.jpg
No Diggity,Blackstreet,1996,1,"R&B,Soul,Rap",English,no diggity - blackstreet,1,916496,No Diggity,USIR19600978,2003-06-24,False,88.7,Blackstreet,103254,No Diggity: The Very Best Of Blackstreet,https://cdns-images.dzcdn.net/images/cover/dae7a265b79fb71278cde2504849d6f7/250x250-000000-80-0-0.jpg
Just The Way You Are,Bruno Mars,2010,0,Pop,English,just the way you are - bruno mars,1,7216935,Just the Way You Are,USAT21001269,2010-10-05,False,109.1,Bruno Mars,665788,Doo-Wops & Hooligans,https://cdns-images.dzcdn.net/images/cover/5b59dc18e109515420f8237719bd2186/250x250-000000-80-0-0.jpg
Crazy,Willie Nelson,1961,0,"Country,Pop",English,crazy - willie nelson,1,4500077,"Medley- Funny How Time Slips Away, Crazy, Night Life",GBQRF0834974,2009-08-17,False,157.0,Willie Nelson,415879,On The Road Again,https://cdns-images.dzcdn.net/images/cover/42faf910c34da0d34b271d8ffa017e20/250x250-000000-80-0-0.jpg
Moon River,Andy Williams,1962,0,"Soft rock,Jazz",English,moon river - andy williams,1,849267,"Moon River (From ""Breakfast at Tiffany's"")",USSM19911988,2000-06-27,False,94.6,Andy Williams,97537,16 Biggest Hits,https://cdns-images.dzcdn.net/images/cover/63917006ffc5421830ac002b6cfbf085/250x250-000000-80-0-0.jpg
The Girl From Ipanema,Frank Sinatra,1965,0,"Latin,Duet","English,Portuguese",the girl from ipanema - frank sinatra,1,71483066,The Girl From Ipanema,USRH10723028,2013-10-01,False,132.5,Frank Sinatra,7021224,Nothing But The Best (Remastered),https://e-cdns-images.dzcdn.net/images/cover/621c706e3416c6c52671ab7fe11878f6/250x250-000000-80-0-0.jpg
Sympathy for the Devil,The Rolling Stones,1968,0,Rock,English,sympathy for the devil - the rolling stones,1,9956063,Sympathy For The Devil,USA176810010,2011-02-21,False,116.1,The Rolling Stones,912322,Beggars Banquet,https://cdns-images.dzcdn.net/images/cover/007ca308040f3efeff845f2fb4e87a2a/250x250-000000-80-0-0.jpg
Mercy,Duffy,2008,0,"Soul,Pop",English,mercy - duffy,1,2606173,Mercy,GBUM70711275,2008-11-23,False,130.0,Duffy,254149,Rockferry,https://e-cdns-images.dzcdn.net/images/cover/e5e9ef4482d4615992f2972ccd9f6e96/250x250-000000-80-0-0.jpg
Misty,Johnny Mathis,1959,0,Jazz,English,misty - johnny mathis,1,585890,Misty,USSM15901038,2004-05-04,False,128.0,Johnny Mathis,75240,The Essential Johnny Mathis,https://cdns-images.dzcdn.net/images/cover/9dcd1f3238fc6d438ceffa0ff8221d7a/250x250-000000-80-0-0.jpg
Tougher Than The Rest,Bruce Springsteen,1987,0,Rock,English,tougher than the rest - bruce springsteen,1,15177287,Tougher Than the Rest,USSM18700360,1987-10-09,False,98.9,Bruce Springsteen,1398524,Tunnel Of Love,https://e-cdns-images.dzcdn.net/images/cover/5435fdb2b111a2987134cb90101f72cf/250x250-000000-80-0-0.jpg
Stitches,Shawn Mendes,2015,0,"Rock,Pop",English,stitches - shawn mendes,1,113418500,Stitches,USUM71500658,2015-04-14,False,149.8,Shawn Mendes,11748100,Handwritten (Revisited),https://cdns-images.dzcdn.net/images/cover/b166d9c91c8942153132321dc542d9df/250x250-000000-80-0-0.jpg
Jump,Van Halen,1983,0,Rock,English,jump - van halen,1,97098410,Jump (2015 Remaster),USWB11403680,1996-09-24,False,129.6,Van Halen,9884672,1984 (Remastered),https://cdns-images.dzcdn.net/images/cover/0649448bcdeeeb48c25edc0e83653711/250x250-000000-80-0-0.jpg
Sign of the Times,Harry Styles,2017,0,"Rock,Pop",English,sign of the times - harry styles,1,347427251,Sign of the Times,USSM11703595,2017-04-07,False,119.0,Harry Styles,39568251,Sign of the Times,https://e-cdns-images.dzcdn.net/images/cover/22840b793691c17651d427078e42628c/250x250-000000-80-0-0.jpg
Cat's In The Cradle,Harry Chapin,1974,0,"Oldies,Rock",English,cat's in the cradle - harry chapin,1,678184,Cat's in the Cradle,USEE10180356,2005-02-08,False,159.63,Harry Chapin,81920,Verities & Balderdash,https://cdns-images.dzcdn.net/images/cover/b85996175ec219115c2e5d9d82ed51c4/250x250-000000-80-0-0.jpg
Bennie And The Jets,Elton John,1973,0,"Rock,Pop",English,bennie and the jets - elton john,1,75859735,Bennie And The Jets (Remastered 2014),GBUM71304955,2014-03-24,False,131.7,Elton John,7517452,Goodbye Yellow Brick Road (Remastered),https://cdns-images.dzcdn.net/images/cover/b34f389d15bcc5842d140c9c29e3bbd5/250x250-000000-80-0-0.jpg
Last Dance,Donna Summer,1978,0,"Disco,Pop",English,last dance - donna summer,1,487042522,Last Dance,USPR39402394,2018-04-20,False,126.43,Donna Summer,61417902,Summer: The Original Hits,https://e-cdns-images.dzcdn.net/images/cover/31ae32eedb76d458f95b26a9ba35ac49/250x250-000000-80-0-0.jpg
You're Beautiful,James Blunt,2005,0,"Soft rock,Love",English,you're beautiful - james blunt,1,2659940,You're Beautiful,USAT20401588,2005-08-08,True,164.1,James Blunt,257970,Back to Bedlam,https://cdns-images.dzcdn.net/images/cover/8b701ce9a0c1cdddf43a42638d0610b3/250x250-000000-80-0-0.jpg
All Out Of Love,Air Supply,1980,0,Soft rock,English,all out of love - air supply,1,13145305,All Out of Love,USAR18000002,2003-05-29,False,108.8,Air Supply,1206186,Ultimate Air Supply,https://cdns-images.dzcdn.net/images/cover/61c4e23d1e4a3917506e5995aa4a5355/250x250-000000-80-0-0.jpg
By The Time I Get To Phoenix,Glen Campbell,1967,0,Country,English,by the time i get to phoenix - glen campbell,1,3475564,By The Time I Get To Phoenix,USCN10100677,2001-10-09,False,88.9,Glen Campbell,329441,By The Time I Get To Phoenix (Remastered),https://e-cdns-images.dzcdn.net/images/cover/bfd91d58f179bbcd2f8f206892a39db7/250x250-000000-80-0-0.jpg
A Song For You,Donny Hathaway,1971,0,"Soul,Jazz",English,a song for you - donny hathaway,1,846353,A Song for You,USAT20180573,2010-03-30,False,134.7,Donny Hathaway,97338,Donny Hathaway,https://cdns-images.dzcdn.net/images/cover/30ccc368e1fd5dcd5abe6073bcf3f43f/250x250-000000-80-0-0.jpg
Lookin' Out My Back Door,Creedence Clearwater Revival,1970,0,"Country,Rock",English,lookin' out my back door - creedence clearwater revival,1,112839936,Lookin' Out My Back Door,USC4R0817630,2014-05-25,False,104.9,Creedence Clearwater Revival,11692568,Cosmo's Factory (40th Anniversary Edition),https://e-cdns-images.dzcdn.net/images/cover/5590af9d88631c0e355f346b3054c1cd/250x250-000000-80-0-0.jpg
Man In The Box,Alice in Chains,1990,1,"Rock,Alternative,Hard/Metal",English,man in the box - alice in chains,1,15178276,Man in the Box,USSM19000727,2001-08-28,True,105.5,Alice in Chains,1398607,Greatest Hits,https://cdns-images.dzcdn.net/images/cover/c51398889f088c86ac1efb3de4c728cc/250x250-000000-80-0-0.jpg
Shape Of My Heart,Sting,1993,0,Soft rock,English,shape of my heart - sting,1,530979521,Shape Of My Heart,GBAAM9390010,2018-07-19,False,84.03,Sting,68804761,Ten Summoner's Tales,https://cdns-images.dzcdn.net/images/cover/e2491c22fb19c154e46b449ff7aa7a62/250x250-000000-80-0-0.jpg
Eye in the Sky,The Alan Parsons Project,1982,0,"Pop,Soft rock",English,eye in the sky - the alan parsons project,1,13161647,Eye In The Sky,USAR18200010,2008-11-10,False,111.74,The Alan Parsons Project,1207401,Eye In The Sky (Expanded Edition),https://cdns-images.dzcdn.net/images/cover/1233b0b22d09bf262f1784e3da752ae5/250x250-000000-80-0-0.jpg
Brave,Sara Bareilles,2013,0,Pop,English,brave - sara bareilles,1,68772205,Brave,USSM11301638,2013-07-16,False,184.6,Sara Bareilles,6736117,The Blessed Unrest,https://e-cdns-images.dzcdn.net/images/cover/4cb2dd6bbf302f28521c999a48b7ee83/250x250-000000-80-0-0.jpg
Sunday Morning,Maroon 5,2004,0,"Pop,Funk,Rock",English,sunday morning - maroon 5,1,1165307,Sunday Morning,USJAY0300086,2007-06-21,False,88.0,Maroon 5,124797,Songs About Jane,https://e-cdns-images.dzcdn.net/images/cover/39fe38574c7af3181d1e56ad7c03fce3/250x250-000000-80-0-0.jpg
With Arms Wide Open,Creed,1999,0,"Rock,Alternative",English,with arms wide open - creed,1,80860116,With Arms Wide Open,USWU39908053,2014-06-24,False,138.7,Creed,8081960,Greatest Hits,https://cdns-images.dzcdn.net/images/cover/309b46d6fe0a602312c00c253afa2699/250x250-000000-80-0-0.jpg
Welcome To My World,Jim Reeves,1964,0,Country,English,welcome to my world - jim reeves,1,2552851,Welcome to My World,USRN19500181,2003-10-21,False,80.7,Jim Reeves,250011,Anthology,https://e-cdns-images.dzcdn.net/images/cover/62251c7d2b06585cba586d6826eb278f/250x250-000000-80-0-0.jpg
Dreams,The Cranberries,1992,0,"Pop,Rock,Alternative",English,dreams - the cranberries,1,1176439,Dreams,USIR29300080,2007-08-23,False,128.0,The Cranberries,125767,Stars: The Best Of The Cranberries 1992-2002,https://e-cdns-images.dzcdn.net/images/cover/29daf9a4798a4a4de0275446b77683c3/250x250-000000-80-0-0.jpg
We Belong,Pat Benatar,1984,0,"Rock,80s",English,we belong - pat benatar,1,3140693,We Belong,USCH38400001,2008-06-24,False,135.1,Pat Benatar,302501,Ultimate Collection,https://e-cdns-images.dzcdn.net/images/cover/4a02dc7a24f69c0407ace18d486fc51b/250x250-000000-80-0-0.jpg
Somewhere Only We Know,Keane,2004,0,"Pop,Rock",English,somewhere only we know - keane,1,71967077,Somewhere Only We Know,GBAAN0300664,2013-11-11,False,172.3,Keane,7069140,The Best Of Keane (Deluxe Edition),https://cdns-images.dzcdn.net/images/cover/2fdd940748ac6ebd97defa13014953f7/250x250-000000-80-0-0.jpg
(I Just) Died In Your Arms,Cutting Crew,1986,0,"80s,Pop,Rock",English,(i just) died in your arms - cutting crew,1,3152709,(I Just) Died In Your Arms,GBAAA8600046,1992-07-11,False,124.9,Cutting Crew,303129,Broadcast,https://e-cdns-images.dzcdn.net/images/cover/33ec2ce4c23becbf98a12280e9d47b19/250x250-000000-80-0-0.jpg
On The Other Hand,Randy Travis,1985,0,Country,English,on the other hand - randy travis,1,7172215,On the Other Hand,USWB11002050,2010-09-24,False,95.9,Randy Travis,661618,Top 10,https://e-cdns-images.dzcdn.net/images/cover/60c1c58da079edcd3233295499a2553e/250x250-000000-80-0-0.jpg
Come Away With Me,Norah Jones,2001,0,Jazz,English,come away with me - norah jones,1,3130308,Come Away With Me,USBN20100889,2006-07-13,False,80.3,Norah Jones,301783,Come Away With Me,https://cdns-images.dzcdn.net/images/cover/8c14817936e830f49a232c0d0b5a2458/250x250-000000-80-0-0.jpg
Riders On The Storm,The Doors,1971,0,Rock,English,riders on the storm - the doors,1,65445466,Riders on the Storm,USEE19900773,1971-01-01,False,103.6,The Doors,6415260,L.A. Woman,https://e-cdns-images.dzcdn.net/images/cover/9c1290befb3cd5786614b21ac77fd766/250x250-000000-80-0-0.jpg
One Headlight,The Wallflowers,1996,0,"Pop,Rock,Alternative",English,one headlight - the wallflowers,1,2193499,One Headlight,USIR19600462,1997-02-21,False,107.7,The Wallflowers,219344,Bringing Down The Horse,https://cdns-images.dzcdn.net/images/cover/d3fcc02ae974d3eb6ff036ba325fb1e8/250x250-000000-80-0-0.jpg
A Pirate Looks At Forty,Jimmy Buffett,1975,0,Country,English,a pirate looks at forty - jimmy buffett,1,2491666,A Pirate Looks At Forty,USMC17418890,1985-11-15,False,118.8,Jimmy Buffett,244937,Songs You Know By Heart,https://cdns-images.dzcdn.net/images/cover/8e6e7c85c6aa690352a15a21e2419dfc/250x250-000000-80-0-0.jpg
Roadhouse Blues,The Doors,1970,0,"Rock,Blues",English,roadhouse blues - the doors,1,670804,Roadhouse Blues,USEE19900375,1975-06-24,False,120.9,The Doors,81314,Morrison Hotel,https://e-cdns-images.dzcdn.net/images/cover/dba471c1895f5b1056b8055b701fba55/250x250-000000-80-0-0.jpg
September Morn,Neil Diamond,1979,0,"Love,Pop",English,september morn - neil diamond,1,79835460,September Morn,USUG11400756,2014-07-01,False,128.4,Neil Diamond,7959296,September Morn,https://cdns-images.dzcdn.net/images/cover/0d1fb955f55411b3d41b1901279cfefe/250x250-000000-80-0-0.jpg
Brick House,The Commodores,1977,0,"Funk,Soul",English,brick house - the commodores,1,0,0,0,0,0,0.0,0,0,0,0
Don't Know Much,Linda Ronstadt,1989,0,"Love,Duet",English,don't know much - linda ronstadt,1,5093839,Don't Know Much (with Aaron Neville),USEE10170735,2006-02-14,False,130.0,Linda Ronstadt,467281,Rhino Hi-Five: Valentine's Day Songs 2,https://e-cdns-images.dzcdn.net/images/cover/eea7bf6f8af4d3611b81c78e5c000d79/250x250-000000-80-0-0.jpg
Never Tear Us Apart,INXS,1988,0,"Soft rock,Alternative,80s",English,never tear us apart - inxs,1,14636764,Never Tear Us Apart,AUWC41010232,2015-02-18,False,96.8,INXS,1347413,Kick,https://e-cdns-images.dzcdn.net/images/cover/ccc8259ee0d5d820b2306322cc056832/250x250-000000-80-0-0.jpg
Come and Get Your Love,Redbone,1973,0,"Pop,Rock",English,come and get your love - redbone,1,392284592,Come and Get Your Love (Single Version),USSM17300653,1973-11-01,False,107.11,Redbone,45933602,Come and Get Your Love (Single Edit),https://cdns-images.dzcdn.net/images/cover/1a4229718dd780601754c5d79f612bc4/250x250-000000-80-0-0.jpg
Sweet Dreams,Patsy Cline,1963,0,"Oldies,Soft rock",English,sweet dreams - patsy cline,1,780601642,Sweet Dreams (Of You),USMC16347346,2019-10-25,False,0.0,Patsy Cline,115639352,Patsy Cline’s Greatest Hits,https://cdns-images.dzcdn.net/images/cover/1eb62cdc3bbd8ea15432feba185d6a42/250x250-000000-80-0-0.jpg
Mustang Sally,Wilson Pickett,1966,0,"Oldies,Rock",English,mustang sally - wilson pickett,1,765868,Mustang Sally,USAT29902210,2015-02-17,False,109.4,Wilson Pickett,90171,Wilson Pickett: A Man And A Half,https://cdns-images.dzcdn.net/images/cover/a3c946b65f6a1a3c81675e75ad3f039a/250x250-000000-80-0-0.jpg
Lose You to Love Me,Selena Gomez,2019,0,Pop,English,lose you to love me - selena gomez,1,847637202,Lose You To Love Me,USUM71918727,2020-01-10,False,102.85,Selena Gomez,125608742,Rare,https://e-cdns-images.dzcdn.net/images/cover/28a68240b2a9b50a1d5e2259f7bbfdcd/250x250-000000-80-0-0.jpg
How You Remind Me,Nickelback,2001,0,"Rock,Alternative",English,how you remind me - nickelback,1,71828723,How You Remind Me,NLA321393034,2013-11-01,False,171.6,Nickelback,7057043,"The Best of Nickelback, Vol. 1",https://cdns-images.dzcdn.net/images/cover/bc844f574c47ba2f0db583115916472f/250x250-000000-80-0-0.jpg
Because The Night,Patti Smith,1978,0,Rock,English,because the night - patti smith,1,13438425,Because the Night,USAR10000781,2011-08-23,False,124.53,Patti Smith,1231290,Outside Society,https://cdns-images.dzcdn.net/images/cover/4d492a7186984b81607c030df5d7d42a/250x250-000000-80-0-0.jpg
Don't,Elvis Presley,1958,0,Oldies,English,don't - elvis presley,1,7675086,Don't Be Cruel,USRC10200073,2002-09-24,False,84.5,Elvis Presley,708672,Elvis 30 #1 Hits,https://e-cdns-images.dzcdn.net/images/cover/dc637749dd555a2b7440d44ddc3bbc2d/250x250-000000-80-0-0.jpg
Carolina in My Mind,James Taylor,1976,0,Country,English,carolina in my mind - james taylor,1,6523607,Carolina in My Mind,USWB19900190,1977-08-23,False,149.3,James Taylor,601696,Greatest Hits,https://cdns-images.dzcdn.net/images/cover/0216dd276ad91a1bb673c9c5fff47642/250x250-000000-80-0-0.jpg
The Real Slim Shady,Eminem,2000,1,"Rap,R&B",English,the real slim shady - eminem,1,1109737,The Real Slim Shady,USIR10000448,2005-11-21,True,104.4,Eminem,119606,Curtain Call: The Hits,https://e-cdns-images.dzcdn.net/images/cover/e2b36a9fda865cb2e9ed1476b6291a7d/250x250-000000-80-0-0.jpg
Macarena,Los Del Rio,1994,0,Dance,"English,Spanish",macarena - los del rio,1,990761,Macarena (Bayside Boys Remix),ES5109500537,1996-04-29,False,103.1,Los Del Río,109972,Fiesta Macarena,https://cdns-images.dzcdn.net/images/cover/472a63e73ad7e23165f6945be2b0eee2/250x250-000000-80-0-0.jpg
Hunger Strike,Temple Of The Dog,1991,0,"Rock,Alternative",English,hunger strike - temple of the dog,1,133112298,Hunger Strike,USUM71607186,2016-09-30,False,0.0,Temple of the Dog,14169006,Temple Of The Dog (Deluxe Edition),https://cdns-images.dzcdn.net/images/cover/589d6c5270ec3084db824a445c5ee23d/250x250-000000-80-0-0.jpg
Handle With Care,The Traveling Wilburys,1988,0,"Folk,Duet",English,handle with care - the traveling wilburys,1,125974187,Handle With Care,GBLVT0700001,2016-06-03,False,115.16,The Traveling Wilburys,13257639,"The Traveling Wilburys, Vol. 1",https://e-cdns-images.dzcdn.net/images/cover/30a26f3d259b2d538bb6c2368a3ddcd3/250x250-000000-80-0-0.jpg
That'll Be The Day,Buddy Holly,1957,0,"Rock 'n Roll,Oldies",English,that'll be the day - buddy holly,1,366583441,That'll Be the Day,FR59R1729475,2017-05-31,False,126.0,Buddy Holly,42240811,"Very Best of Rock n' roll, Vol. 2",https://cdns-images.dzcdn.net/images/cover/56d147dfb29ec8f8252a38edf9c6fef0/250x250-000000-80-0-0.jpg
